시,주소,규모,층,임대료
대구,들안길,중대형,4층,8.2
대구,삼덕/대봉,중대형,지하1층,4.8
대구,삼덕/대봉,중대형,1층,19.6
대구,삼덕/대봉,중대형,2층,9.3
대구,삼덕/대봉,중대형,3층,7.6
대구,삼덕/대봉,중대형,4층,6.6
대구,삼덕/대봉,중대형,5층,8.5
대구,상인/월배,중대형,지하1층,6.6
대구,상인/월배,중대형,1층,31.2
대구,상인/월배,중대형,2층,11.9
대구,상인/월배,중대형,3층,9.1
대구,상인/월배,중대형,4층,8.1
대구,상인/월배,중대형,5층,8.2
대구,상인/월배,중대형,6층이상,8.5
대구,서문시장/청라언덕,중대형,지하1층,3.4
대구,서문시장/청라언덕,중대형,1층,14.2
대구,서문시장/청라언덕,중대형,2층,7.7
대구,서문시장/청라언덕,중대형,3층,6.1
대구,서문시장/청라언덕,중대형,4층,3.6
대구,수성범어,중대형,지하1층,5.1
대구,수성범어,중대형,1층,23.1
대구,수성범어,중대형,2층,10.6
대구,수성범어,중대형,3층,9.7
대구,수성범어,중대형,4층,8.9
대구,수성범어,중대형,5층,9.9
대구,시지지구,중대형,지하1층,3.9
대구,시지지구,중대형,1층,24.6
대구,시지지구,중대형,2층,12.5
대구,시지지구,중대형,3층,9
대구,시지지구,중대형,4층,7.4
대구,시지지구,중대형,5층,8.7
대구,시지지구,중대형,6층이상,8.3
대구,월촌/안지랑,중대형,지하1층,4.5
대구,월촌/안지랑,중대형,1층,20.7
대구,월촌/안지랑,중대형,2층,8.3
대구,월촌/안지랑,중대형,3층,7.4
대구,월촌/안지랑,중대형,4층,4.5
대구,월촌/안지랑,중대형,5층,5.3
대구,죽전,중대형,지하1층,5.1
대구,죽전,중대형,1층,21.4
대구,죽전,중대형,2층,8.4
대구,죽전,중대형,3층,7.1
대구,죽전,중대형,4층,6.4
대구,죽전,중대형,5층,8
대구,죽전,중대형,6층이상,10.2
대구,칠곡,중대형,지하1층,5.2
대구,칠곡,중대형,1층,18
대구,칠곡,중대형,2층,6
대구,칠곡,중대형,3층,4.9
대구,칠곡,중대형,4층,5.1
대구,칠곡,중대형,5층,4.6
대구,칠곡,중대형,6층이상,4.7
인천,간석오거리,중대형,지하1층,5.1
인천,간석오거리,중대형,1층,21.6
인천,간석오거리,중대형,2층,8.6
인천,간석오거리,중대형,3층,6.7
인천,간석오거리,중대형,4층,6.8
인천,간석오거리,중대형,5층,6.6
인천,간석오거리,중대형,6층이상,5
인천,계양계산,중대형,지하1층,5.3
인천,계양계산,중대형,1층,23.9
인천,계양계산,중대형,2층,8.9
인천,계양계산,중대형,3층,7
인천,계양계산,중대형,4층,5.9
인천,구월,중대형,지하1층,6.5
인천,구월,중대형,1층,32.9
인천,구월,중대형,2층,16.8
인천,구월,중대형,3층,12.3
인천,구월,중대형,4층,10.7
인천,구월,중대형,5층,11.4
인천,구월,중대형,6층이상,8.5
인천,부평,중대형,지하1층,8
인천,부평,중대형,1층,37.5
인천,부평,중대형,2층,17.2
인천,부평,중대형,3층,11.8
인천,부평,중대형,4층,11.6
인천,부평,중대형,5층,11.9
인천,부평,중대형,6층이상,12.2
인천,석남/가정중앙시장,중대형,지하1층,5
인천,석남/가정중앙시장,중대형,1층,18.9
인천,석남/가정중앙시장,중대형,2층,8.5
인천,석남/가정중앙시장,중대형,3층,7.5
인천,석남/가정중앙시장,중대형,4층,6.8
인천,석남/가정중앙시장,중대형,5층,9
인천,석남/가정중앙시장,중대형,6층이상,5.2
인천,신포동,중대형,지하1층,5.8
인천,신포동,중대형,1층,18.7
인천,신포동,중대형,2층,7.6
인천,신포동,중대형,3층,5.5
인천,신포동,중대형,4층,4.6
인천,신포동,중대형,5층,5.9
인천,신포동,중대형,6층이상,4.7
인천,인하대앞,중대형,지하1층,8.2
인천,인하대앞,중대형,1층,27.6
인천,인하대앞,중대형,2층,12.4
인천,인하대앞,중대형,3층,8
인천,인하대앞,중대형,4층,6.6
인천,주안,중대형,지하1층,5.9
인천,주안,중대형,1층,20.5
인천,주안,중대형,2층,8.7
인천,주안,중대형,3층,6.9
인천,주안,중대형,4층,5.7
인천,주안,중대형,5층,6.6
인천,주안,중대형,6층이상,4.2
광주,금남로/충장로,중대형,지하1층,4.1
광주,금남로/충장로,중대형,1층,28.5
광주,금남로/충장로,중대형,2층,9.9
광주,금남로/충장로,중대형,3층,5.5
광주,금남로/충장로,중대형,4층,3.9
광주,금남로/충장로,중대형,5층,2.9
광주,금남로/충장로,중대형,6층이상,1.7
광주,금호지구,중대형,지하1층,7.4
광주,금호지구,중대형,1층,20.7
광주,금호지구,중대형,2층,8
광주,금호지구,중대형,3층,6.6
광주,금호지구,중대형,4층,6.2
광주,금호지구,중대형,5층,4.8
광주,금호지구,중대형,6층이상,4.1
광주,봉선동,중대형,지하1층,4.4
광주,봉선동,중대형,1층,20
광주,봉선동,중대형,2층,9.5
광주,봉선동,중대형,3층,8.2
광주,봉선동,중대형,4층,8.3
광주,봉선동,중대형,5층,8.2
광주,봉선동,중대형,6층이상,7.9
광주,상무지구,중대형,지하1층,4.8
광주,상무지구,중대형,1층,21.9
광주,상무지구,중대형,2층,8.4
광주,상무지구,중대형,3층,7.1
광주,상무지구,중대형,4층,7.6
광주,상무지구,중대형,5층,6.4
광주,상무지구,중대형,6층이상,7
광주,송정동지구,중대형,지하1층,2.5
광주,송정동지구,중대형,1층,16.6
광주,송정동지구,중대형,2층,6.3
광주,송정동지구,중대형,3층,4.9
광주,송정동지구,중대형,4층,1.7
광주,양산지구,중대형,1층,16.5
광주,양산지구,중대형,2층,7.5
광주,양산지구,중대형,3층,6.4
광주,양산지구,중대형,4층,6
광주,양산지구,중대형,5층,5.2
광주,용봉동,중대형,지하1층,4.8
광주,용봉동,중대형,1층,17.7
광주,용봉동,중대형,2층,8.2
광주,용봉동,중대형,3층,7.7
광주,용봉동,중대형,4층,9.8
광주,월산동지구,중대형,지하1층,4.1
광주,월산동지구,중대형,1층,15.4
광주,월산동지구,중대형,2층,6.3
광주,월산동지구,중대형,3층,5.2
광주,월산동지구,중대형,4층,4.7
광주,월산동지구,중대형,5층,4.7
광주,전남대,중대형,지하1층,6.6
광주,전남대,중대형,1층,26.3
광주,전남대,중대형,2층,9
광주,전남대,중대형,3층,5.7
광주,전남대,중대형,4층,4.6
광주,전남대,중대형,5층,3.4
광주,첨단1지구,중대형,지하1층,
광주,첨단1지구,중대형,1층,20.1
광주,첨단1지구,중대형,2층,9.5
광주,첨단1지구,중대형,3층,6
광주,첨단1지구,중대형,4층,4.6
광주,첨단1지구,중대형,5층,3.8
광주,첨단1지구,중대형,6층이상,2.7
대전,노은,중대형,지하1층,2.4
대전,노은,중대형,1층,15.2
대전,노은,중대형,2층,6.4
대전,노은,중대형,3층,5.7
대전,노은,중대형,4층,5.2
대전,노은,중대형,5층,5
대전,노은,중대형,6층이상,3.8
대전,둔산,중대형,지하1층,5.9
대전,둔산,중대형,1층,28.1
대전,둔산,중대형,2층,10.7
대전,둔산,중대형,3층,8.6
대전,둔산,중대형,4층,7.1
대전,둔산,중대형,5층,6.8
대전,둔산,중대형,6층이상,7.4
대전,복합터미널,중대형,지하1층,5.1
대전,복합터미널,중대형,1층,19.5
대전,복합터미널,중대형,2층,9.9
대전,복합터미널,중대형,3층,8.7
대전,복합터미널,중대형,4층,7.9
대전,복합터미널,중대형,5층,6
대전,복합터미널,중대형,6층이상,4.7
대전,서대전네거리,중대형,지하1층,4.4
대전,서대전네거리,중대형,1층,15.8
대전,서대전네거리,중대형,2층,8.3
대전,서대전네거리,중대형,3층,6.4
대전,서대전네거리,중대형,4층,6.2
대전,서대전네거리,중대형,5층,7.8
대전,서대전네거리,중대형,6층이상,8.1
대전,용문/한민시장,중대형,지하1층,3.2
대전,용문/한민시장,중대형,1층,15.2
대전,용문/한민시장,중대형,2층,7.6
대전,용문/한민시장,중대형,3층,5.9
대전,용문/한민시장,중대형,4층,4.8
대전,원도심,중대형,지하1층,3
대전,원도심,중대형,1층,16.3
대전,원도심,중대형,2층,7
대전,원도심,중대형,3층,5
대전,원도심,중대형,4층,3.9
대전,원도심,중대형,5층,4
대전,원도심,중대형,6층이상,5.2
대전,유성온천역,중대형,지하1층,4.2
대전,유성온천역,중대형,1층,16.6
대전,유성온천역,중대형,2층,8.3
대전,유성온천역,중대형,3층,5.8
대전,유성온천역,중대형,4층,5
대전,유성온천역,중대형,5층,4.2
울산,삼산동,중대형,지하1층,4.4
울산,삼산동,중대형,1층,18.1
울산,삼산동,중대형,2층,9.7
울산,삼산동,중대형,3층,7.6
울산,삼산동,중대형,4층,8.5
울산,삼산동,중대형,5층,7.6
울산,삼산동,중대형,6층이상,6.2
울산,성남옥교동,중대형,지하1층,4.3
울산,성남옥교동,중대형,1층,18.8
울산,성남옥교동,중대형,2층,8
울산,성남옥교동,중대형,3층,5.6
울산,성남옥교동,중대형,4층,5.9
울산,신정동,중대형,지하1층,3.4
울산,신정동,중대형,1층,15.6
울산,신정동,중대형,2층,6.7
울산,신정동,중대형,3층,5.1
울산,신정동,중대형,4층,4.8
울산,신정동,중대형,5층,6
울산,울산농소,중대형,1층,12.5
울산,울산농소,중대형,2층,6.5
울산,울산농소,중대형,3층,5.9
울산,울산농소,중대형,4층,4.7
울산,울산농소,중대형,5층,4.3
울산,울산대,중대형,지하1층,4.6
울산,울산대,중대형,1층,21.6
울산,울산대,중대형,2층,9.8
울산,울산대,중대형,3층,8.5
울산,울산대,중대형,4층,10.4
울산,울산대,중대형,5층,14.2
울산,울산대,중대형,6층이상,11.6
울산,전하동,중대형,지하1층,6
울산,전하동,중대형,1층,15.6
울산,전하동,중대형,2층,7.3
울산,전하동,중대형,3층,6.2
울산,전하동,중대형,4층,6.3
울산,전하동,중대형,5층,6.6
울산,전하동,중대형,6층이상,6
세종,조치원,중대형,지하1층,3.4
세종,조치원,중대형,1층,16.3
세종,조치원,중대형,2층,7.8
세종,조치원,중대형,3층,6.2
세종,조치원,중대형,4층,5.5
경기,고양시청,중대형,지하1층,5.8
경기,고양시청,중대형,1층,25.4
경기,고양시청,중대형,2층,12
경기,고양시청,중대형,3층,7.3
경기,고양시청,중대형,4층,6.9
경기,광명철산,중대형,지하1층,8.6
경기,광명철산,중대형,1층,35.7
경기,광명철산,중대형,2층,13.6
경기,광명철산,중대형,3층,10.8
경기,광명철산,중대형,4층,9.6
경기,광명철산,중대형,5층,9.9
경기,광명철산,중대형,6층이상,8.3
경기,광주시가지,중대형,지하1층,6.5
경기,광주시가지,중대형,1층,23.3
경기,광주시가지,중대형,2층,13.3
경기,광주시가지,중대형,3층,9
경기,광주시가지,중대형,4층,7.8
경기,광주시가지,중대형,5층,7.1
경기,광주시가지,중대형,6층이상,6
경기,구리역,중대형,지하1층,9.1
경기,구리역,중대형,1층,25.2
경기,구리역,중대형,2층,11.7
경기,구리역,중대형,3층,10.2
경기,구리역,중대형,4층,8.8
경기,구리역,중대형,5층,9.4
경기,기흥역,중대형,지하1층,5.4
경기,기흥역,중대형,1층,26.2
경기,기흥역,중대형,2층,12.6
경기,기흥역,중대형,3층,7
경기,기흥역,중대형,4층,7.9
경기,기흥역,중대형,5층,5
경기,김량장동,중대형,지하1층,5.6
경기,김량장동,중대형,1층,27.4
경기,김량장동,중대형,2층,10.8
경기,김량장동,중대형,3층,7.7
경기,김량장동,중대형,4층,7.3
경기,김량장동,중대형,5층,7.2
경기,단대오거리역,중대형,지하1층,8.2
경기,단대오거리역,중대형,1층,34
경기,단대오거리역,중대형,2층,14
경기,단대오거리역,중대형,3층,12
경기,단대오거리역,중대형,4층,10.2
경기,단대오거리역,중대형,5층,10.9
경기,단대오거리역,중대형,6층이상,15.3
경기,동두천중앙로,중대형,지하1층,3.7
경기,동두천중앙로,중대형,1층,17
경기,동두천중앙로,중대형,2층,7.1
경기,동두천중앙로,중대형,3층,5.1
경기,동두천중앙로,중대형,4층,4.3
경기,모란,중대형,지하1층,12.1
경기,모란,중대형,1층,43.2
경기,모란,중대형,2층,17.6
경기,모란,중대형,3층,12.2
경기,모란,중대형,4층,10
경기,모란,중대형,5층,8.3
경기,모란,중대형,6층이상,9.4
경기,병점역,중대형,지하1층,6.4
경기,병점역,중대형,1층,21.8
경기,병점역,중대형,2층,8.6
경기,병점역,중대형,3층,7.9
경기,병점역,중대형,4층,6.8
경기,병점역,중대형,5층,3.6
경기,병점역,중대형,6층이상,5.4
경기,부천역,중대형,지하1층,6.2
경기,부천역,중대형,1층,26.5
경기,부천역,중대형,2층,11.6
경기,부천역,중대형,3층,9
경기,부천역,중대형,4층,7.9
경기,부천역,중대형,5층,6.9
경기,부천역,중대형,6층이상,6.4
경기,분당역세권,중대형,지하1층,10.9
경기,분당역세권,중대형,1층,38.6
경기,분당역세권,중대형,2층,18.2
경기,분당역세권,중대형,3층,13.8
경기,분당역세권,중대형,4층,12.8
경기,분당역세권,중대형,5층,12.9
경기,분당역세권,중대형,6층이상,13.9
경기,성남구시가지,중대형,지하1층,7.9
경기,성남구시가지,중대형,1층,29.4
경기,성남구시가지,중대형,2층,12.6
경기,성남구시가지,중대형,3층,9.5
경기,성남구시가지,중대형,4층,8
경기,성남구시가지,중대형,5층,10.3
경기,수원역,중대형,지하1층,13.3
경기,수원역,중대형,1층,46.4
경기,수원역,중대형,2층,18.1
경기,수원역,중대형,3층,11.6
경기,수원역,중대형,4층,9.7
경기,수원역,중대형,5층,6.1
경기,수원역,중대형,6층이상,5.6
경기,신장/지산/서정,중대형,지하1층,4.8
경기,신장/지산/서정,중대형,1층,17.4
경기,신장/지산/서정,중대형,2층,7.7
경기,신장/지산/서정,중대형,3층,6.7
경기,신장/지산/서정,중대형,4층,6.7
경기,신장/지산/서정,중대형,5층,5.1
경기,신천역,중대형,지하1층,4.6
경기,신천역,중대형,1층,19.3
경기,신천역,중대형,2층,9.2
경기,신천역,중대형,3층,9.1
경기,신천역,중대형,4층,7.7
경기,신천역,중대형,5층,8.3
경기,아주대삼거리,중대형,지하1층,6.9
경기,아주대삼거리,중대형,1층,29.1
경기,아주대삼거리,중대형,2층,12.6
경기,아주대삼거리,중대형,3층,9.2
경기,아주대삼거리,중대형,4층,8.4
경기,아주대삼거리,중대형,5층,7
경기,아주대삼거리,중대형,6층이상,5.6
경기,안성시장,중대형,지하1층,2.7
경기,안성시장,중대형,1층,11.3
경기,안성시장,중대형,2층,5.9
경기,안성시장,중대형,3층,4.7
경기,안성시장,중대형,4층,5.1
경기,안양역,중대형,지하1층,9.5
경기,안양역,중대형,1층,40.3
경기,안양역,중대형,2층,17.1
경기,안양역,중대형,3층,12.3
경기,안양역,중대형,4층,13.1
경기,안양역,중대형,5층,12.1
경기,안양역,중대형,6층이상,10.9
경기,여주시청,중대형,지하1층,4.9
경기,여주시청,중대형,1층,10.9
경기,여주시청,중대형,2층,6.2
경기,여주시청,중대형,3층,4.9
경기,여주시청,중대형,4층,5.3
경기,영통역,중대형,지하1층,6.4
경기,영통역,중대형,1층,25.8
경기,영통역,중대형,2층,10.9
경기,영통역,중대형,3층,8.5
경기,영통역,중대형,4층,8.5
경기,영통역,중대형,5층,7.5
경기,오산시청,중대형,지하1층,5.1
경기,오산시청,중대형,1층,17.3
경기,오산시청,중대형,2층,8.9
경기,오산시청,중대형,3층,4.5
경기,오산시청,중대형,4층,3.6
경기,오산시청,중대형,5층,4.1
경기,용인수지,중대형,지하1층,7.2
경기,용인수지,중대형,1층,30.2
경기,용인수지,중대형,2층,13
경기,용인수지,중대형,3층,9.7
경기,용인수지,중대형,4층,9.2
경기,용인수지,중대형,5층,7.6
경기,용인수지,중대형,6층이상,8
경기,의정부역,중대형,지하1층,7.8
경기,의정부역,중대형,1층,39.4
경기,의정부역,중대형,2층,14.6
경기,의정부역,중대형,3층,10.6
경기,의정부역,중대형,4층,9.6
경기,의정부역,중대형,5층,10.1
경기,의정부역,중대형,6층이상,13.2
경기,이천종합터미널,중대형,지하1층,7.1
경기,이천종합터미널,중대형,1층,17.5
경기,이천종합터미널,중대형,2층,8.9
경기,이천종합터미널,중대형,3층,7.6
경기,이천종합터미널,중대형,4층,7.2
경기,이천종합터미널,중대형,5층,6.7
경기,인계동,중대형,지하1층,6.9
경기,인계동,중대형,1층,24.5
경기,인계동,중대형,2층,11.1
경기,인계동,중대형,3층,8.6
경기,인계동,중대형,4층,8.6
경기,인계동,중대형,5층,9.2
경기,인계동,중대형,6층이상,11
경기,인덕원,중대형,지하1층,9.5
경기,인덕원,중대형,1층,26.6
경기,인덕원,중대형,2층,11.9
경기,인덕원,중대형,3층,11.1
경기,인덕원,중대형,4층,9.5
경기,인덕원,중대형,5층,7.6
경기,탄현역,중대형,지하1층,7.3
경기,탄현역,중대형,1층,30.4
경기,탄현역,중대형,2층,12.6
경기,탄현역,중대형,3층,10
경기,탄현역,중대형,4층,9
경기,탄현역,중대형,5층,7.2
경기,탄현역,중대형,6층이상,5
경기,파주시청,중대형,지하1층,4.9
경기,파주시청,중대형,1층,25.5
경기,파주시청,중대형,2층,11.5
경기,파주시청,중대형,3층,9.9
경기,파주시청,중대형,4층,11.7
경기,파주시청,중대형,5층,12.7
경기,팔달문로터리,중대형,지하1층,4.6
경기,팔달문로터리,중대형,1층,34.2
경기,팔달문로터리,중대형,2층,9.7
경기,팔달문로터리,중대형,3층,7.7
경기,팔달문로터리,중대형,4층,6.7
경기,팔달문로터리,중대형,5층,3.7
경기,평택역,중대형,지하1층,7.2
경기,평택역,중대형,1층,34.3
경기,평택역,중대형,2층,12.3
경기,평택역,중대형,3층,9.3
경기,평택역,중대형,4층,7.8
경기,평택역,중대형,5층,13
경기,포천시외버스터미널,중대형,지하1층,5.1
경기,포천시외버스터미널,중대형,1층,15
경기,포천시외버스터미널,중대형,2층,8
경기,포천시외버스터미널,중대형,3층,7
경기,포천시외버스터미널,중대형,4층,5
경기,포천시외버스터미널,중대형,5층,5.8
경기,하남원도심,중대형,지하1층,9.7
경기,하남원도심,중대형,1층,35.3
경기,하남원도심,중대형,2층,15.2
경기,하남원도심,중대형,3층,13.8
경기,하남원도심,중대형,4층,24.5
강원,강릉교동,중대형,지하1층,5.1
강원,강릉교동,중대형,1층,20.2
강원,강릉교동,중대형,2층,8.5
강원,강릉교동,중대형,3층,6.5
강원,강릉교동,중대형,4층,6.6
강원,강릉교동,중대형,5층,6.1
강원,강릉교동,중대형,6층이상,5.8
강원,강릉중부,중대형,지하1층,3.4
강원,강릉중부,중대형,1층,15.5
강원,강릉중부,중대형,2층,5.8
강원,강릉중부,중대형,3층,4.1
강원,강릉중부,중대형,4층,4.3
강원,강릉중부,중대형,5층,3.9
강원,강릉중부,중대형,6층이상,5.1
강원,묵호항,중대형,지하1층,1.8
강원,묵호항,중대형,1층,9.3
강원,묵호항,중대형,2층,3.9
강원,묵호항,중대형,3층,2.9
강원,묵호항,중대형,4층,3.3
강원,삼척중앙시장,중대형,지하1층,5.1
강원,삼척중앙시장,중대형,1층,16.2
강원,삼척중앙시장,중대형,2층,6.4
강원,삼척중앙시장,중대형,3층,4.7
강원,삼척중앙시장,중대형,4층,4.9
강원,삼척중앙시장,중대형,5층,5.5
강원,속초중앙시장,중대형,지하1층,3.5
강원,속초중앙시장,중대형,1층,17.2
강원,속초중앙시장,중대형,2층,6.3
강원,속초중앙시장,중대형,3층,4
강원,속초중앙시장,중대형,4층,4.4
강원,속초중앙시장,중대형,5층,3.9
강원,영월경찰서,중대형,지하1층,1.8
강원,영월경찰서,중대형,1층,7.4
강원,영월경찰서,중대형,2층,5.2
강원,영월경찰서,중대형,3층,4
강원,영월경찰서,중대형,4층,2.9
강원,원주중앙/일산,중대형,지하1층,3.8
강원,원주중앙/일산,중대형,1층,18.3
강원,원주중앙/일산,중대형,2층,7
강원,원주중앙/일산,중대형,3층,5
강원,원주중앙/일산,중대형,4층,4.4
강원,원주중앙/일산,중대형,5층,4.6
강원,원주중앙/일산,중대형,6층이상,6.8
강원,원주터미널,중대형,1층,19
강원,원주터미널,중대형,2층,9
강원,원주터미널,중대형,3층,7.4
강원,주문진항,중대형,지하1층,2.7
강원,주문진항,중대형,1층,8.6
강원,주문진항,중대형,2층,5.4
강원,주문진항,중대형,3층,3.6
강원,주문진항,중대형,4층,4
강원,춘천명동,중대형,지하1층,5.8
강원,춘천명동,중대형,1층,19.5
강원,춘천명동,중대형,2층,7.4
강원,춘천명동,중대형,3층,5.4
강원,춘천명동,중대형,4층,6
강원,춘천명동,중대형,5층,6.4
강원,춘천명동,중대형,6층이상,5.5
강원,태백중앙시장,중대형,지하1층,2.6
강원,태백중앙시장,중대형,1층,10.3
강원,태백중앙시장,중대형,2층,5.9
강원,태백중앙시장,중대형,3층,5.2
강원,태백중앙시장,중대형,4층,5
충북,봉명사거리,중대형,지하1층,3.6
충북,봉명사거리,중대형,1층,12.3
충북,봉명사거리,중대형,2층,7.2
충북,봉명사거리,중대형,3층,5.6
충북,봉명사거리,중대형,4층,5.8
충북,봉명사거리,중대형,5층,5.6
충북,봉명사거리,중대형,6층이상,5.6
충북,제천역,중대형,지하1층,1.8
충북,제천역,중대형,1층,5.7
충북,제천역,중대형,2층,3.4
충북,제천역,중대형,3층,3.1
충북,제천역,중대형,4층,3.1
충북,제천중앙,중대형,지하1층,3.2
충북,제천중앙,중대형,1층,12
충북,제천중앙,중대형,2층,5.2
충북,제천중앙,중대형,3층,3.7
충북,제천중앙,중대형,4층,3
충북,증평광장로,중대형,지하1층,2.4
충북,증평광장로,중대형,1층,8.7
충북,증평광장로,중대형,2층,4.8
충북,증평광장로,중대형,3층,3.3
충북,증평광장로,중대형,4층,6
충북,청주성안길,중대형,지하1층,6.5
충북,청주성안길,중대형,1층,30.5
충북,청주성안길,중대형,2층,11.7
충북,청주성안길,중대형,3층,6.7
충북,청주성안길,중대형,4층,4.2
충북,청주성안길,중대형,5층,3.8
충북,충북대학교,중대형,지하1층,8.7
충북,충북대학교,중대형,1층,22.7
충북,충북대학교,중대형,2층,11.5
충북,충북대학교,중대형,3층,7.4
충북,충북대학교,중대형,4층,7
충북,충북대학교,중대형,5층,6
충북,충주연수칠금,중대형,지하1층,3.9
충북,충주연수칠금,중대형,1층,16.2
충북,충주연수칠금,중대형,2층,7.5
충북,충주연수칠금,중대형,3층,6.1
충북,충주연수칠금,중대형,4층,6.2
충북,충주연수칠금,중대형,5층,6.9
충북,충주연수칠금,중대형,6층이상,6.5
충북,충주자유시장,중대형,지하1층,2.4
충북,충주자유시장,중대형,1층,9.2
충북,충주자유시장,중대형,2층,4
충북,충주자유시장,중대형,3층,3
충북,충주자유시장,중대형,4층,1.7
충남,강경젓갈시장,중대형,1층,6.2
충남,강경젓갈시장,중대형,2층,2.8
충남,공주대,중대형,지하1층,3.5
충남,공주대,중대형,1층,14.8
충남,공주대,중대형,2층,7.7
충남,공주대,중대형,3층,7.6
충남,공주대,중대형,4층,9.9
충남,공주대,중대형,5층,6.7
충남,공주대,중대형,6층이상,5.7
